title,artist,album,genre,emotion_label,valence,energy,danceability,tempo,loudness,acousticness,instrumentalness,speechiness,liveness
Una En Un Millón,Alexis y Fido,Una En Un Millón,latin,energetic,0.536,0.699,0.865,95.016,-4.921,0.334,0.0,0.0668,0.104
Te Siento,Wisin & Yandel,La Revolución - Evolution (International Version),latin,energetic,0.404,0.86,0.711,109.946,-3.507,0.0153,0.0,0.0414,0.383
Outa My Head 01101110,Roy English,Outa My Head 01101110,pop,energetic,0.265,0.731,0.656,101.03,-6.104,0.00642,0.0,0.0672,0.116
Cruise,Clément Leroux,Cruise,edm,sad,0.301,0.577,0.631,122.051,-10.18,0.316,0.00128,0.0649,0.139
Take The Money And Run,Steve Miller Band,Fly Like An Eagle,rock,happy,0.836,0.645,0.564,99.302,-12.923,0.0552,2.84e-06,0.0484,0.151
Your Body's Callin',R. Kelly,12 Play,r&b,happy,0.727,0.55,0.658,168.289,-6.705,0.457,0.000728,0.0302,0.114
Elm Street,Jimmy Wopo,Woponese,rap,calm,0.53,0.511,0.889,77.993,-9.043,0.0394,0.0,0.317,0.233
Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,rock,calm,0.477,0.338,0.388,177.784,-10.054,0.652,3.72e-06,0.0328,0.248
Pony - Recorded at Spotify Studios NYC,Leon Bridges,Spotify Singles,r&b,happy,0.829,0.447,0.7,144.726,-11.083,0.532,0.000192,0.0354,0.0878
I've Changed,Asher Knight,I've Changed,pop,energetic,0.249,0.73,0.657,92.883,-6.294,0.118,4.21e-06,0.0633,0.152
Beautiful Girls,Sean Kingston,Beautiful Girls,pop,happy,0.769,0.661,0.762,130.009,-6.075,0.15,0.0,0.0687,0.256
Trenches,Pop Evil,Onyx,rock,energetic,0.594,0.95,0.547,100.008,-3.482,0.000175,0.00956,0.0577,0.166
The New Insane,COUNTERFEIT.,The New Insane,pop,energetic,0.589,0.865,0.689,105.001,-5.211,0.000209,1.26e-05,0.0962,0.0978
Ya Habibi,AxLi,Ya Habibi,rap,sad,0.226,0.405,0.754,80.0,-10.282,0.00279,0.000639,0.0539,0.101
One Of Us,Rick Ross,Black Market (Deluxe),rap,sad,0.195,0.752,0.552,84.337,-5.454,0.0247,0.0,0.191,0.513
We Like To Party - Radio Edit,Showtek,We Like To Party,edm,sad,0.255,0.909,0.571,127.96,-6.386,0.000379,0.935,0.0411,0.371
Let It Move Ya,Bass Modulators,Let It Move Ya,edm,energetic,0.405,0.969,0.349,132.013,-2.468,0.00553,0.0346,0.0753,0.355
Back to Me,Moonchild,Be Free,r&b,calm,0.812,0.22,0.88,94.112,-11.51,0.571,0.0437,0.471,0.125
Seasons (Waiting On You),Future Islands,Singles,pop,energetic,0.589,0.721,0.498,140.027,-5.232,0.136,0.7,0.0282,0.0933
One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),pop,energetic,0.592,0.862,0.791,123.994,-3.24,0.037,2.19e-05,0.11,0.0814
Yugo Desigual,Indiomar,Yugo Desigual,latin,energetic,0.61,0.844,0.687,170.02,-2.38,0.276,0.0,0.166,0.217
Freaks,Timmy Trumpet,Freaks,edm,happy,0.744,0.92,0.905,128.027,-3.326,0.0016,0.913,0.0811,0.0647
Love Galore (feat. Travis Scott),SZA,Ctrl,r&b,calm,0.409,0.594,0.795,135.002,-6.2,0.111,0.0,0.0747,0.162
Like Home - Radio Mix,Nicky Romero,Like Home,edm,sad,0.223,0.889,0.574,127.914,-2.803,0.117,6.7e-05,0.0404,0.333
Circles,Post Malone,Circles,pop,energetic,0.534,0.758,0.704,120.003,-3.537,0.233,0.00144,0.0402,0.0924
Sweet but Psycho,Ava Max,Sweet but Psycho,pop,energetic,0.628,0.704,0.719,133.002,-4.724,0.0691,0.0,0.0476,0.166
Dear Life - Original Mix,Dannic,Dear Life,edm,sad,0.363,0.936,0.584,127.988,-4.456,0.00713,0.0372,0.283,0.407
Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,Architecture And Morality,pop,happy,0.845,0.742,0.741,102.8,-7.557,0.497,0.885,0.0306,0.0863
It's Alright,Jodeci,Forever My Lady,r&b,energetic,0.678,0.825,0.767,116.195,-9.391,0.0136,0.0343,0.0658,0.183
Green Onions,Booker T. & the M.G.'s,Green Onions,r&b,happy,0.912,0.514,0.816,136.837,-8.741,0.767,0.949,0.0339,0.0899
Cool Mind,Niwel,Cool Mind,edm,sad,0.122,0.66,0.48,106.644,-7.049,0.266,0.00565,0.0931,0.131
Raincoat - Ashworth Remix,Timeflies,Raincoat (Ashworth Remix),edm,calm,0.565,0.551,0.676,91.039,-8.004,0.476,0.0,0.0629,0.149
My Jinji,落日飛車 Sunset Rollercoaster,JINJI KIKKO,rock,calm,0.506,0.597,0.389,143.943,-8.436,0.534,0.406,0.0308,0.144
SuperThug,N.O.R.E.,N.O.R.E.,rap,energetic,0.376,0.948,0.724,191.709,-3.325,0.00921,1.04e-05,0.287,0.0375
Island In The Sun,Weezer,Weezer (Green Album),rock,energetic,0.661,0.81,0.654,114.623,-6.26,0.00719,0.00251,0.0288,0.165
Noticed,Lil Mosey,Northsbest,r&b,calm,0.493,0.558,0.699,79.992,-7.622,0.462,0.0,0.0603,0.116
Hit 'Em Up - Single Version,2Pac,Greatest Hits,rap,energetic,0.586,0.844,0.916,95.19,-3.967,0.0394,0.0,0.236,0.0778
City Samba,Konteks,Faces & Spaces,rap,calm,0.41,0.412,0.409,88.009,-12.822,0.285,0.699,0.0372,0.127
Besame (Remix) [feat. Rakim Y Ken Y & Nova La Amenaza],Jory Boy,Greatest Hits,latin,energetic,0.575,0.812,0.668,94.01,-5.216,0.244,0.0,0.0468,0.372
The Bottle,Hermano,Only a Suggestion,rap,calm,0.499,0.539,0.381,127.424,-6.761,2.5e-05,0.723,0.0375,0.125
All of Me,John Legend,Love In The Future (Expanded Edition),latin,sad,0.331,0.264,0.422,119.93,-7.064,0.922,0.0,0.0322,0.132
Life Time Warranty,Cyberbully Mom Club,Amy Locust Whatever,pop,calm,0.447,0.307,0.571,129.227,-17.542,0.689,0.926,0.0383,0.128
Cuddle Up,Catey Shaw,Cuddle Up,pop,energetic,0.496,0.703,0.692,124.989,-5.195,0.108,0.0,0.0308,0.109
I Want You To Know,Zedd,True Colors,pop,sad,0.366,0.846,0.58,129.998,-2.876,0.00537,6.62e-06,0.0573,0.145
Istanbul (Not Constantinople),Bart & Baker,"Introducing, Bart&Baker",edm,happy,0.961,0.887,0.734,118.954,-4.634,0.0298,0.0419,0.0286,0.18
Hello,Blackfield,Open Mind: The Best of Blackfield,rock,sad,0.221,0.37,0.43,65.74,-11.11,0.226,0.118,0.0266,0.23
The Night Comes Down - Remastered 2011,Queen,Queen (2011 Remaster),rock,happy,0.642,0.57,0.406,142.792,-12.374,0.692,0.00219,0.0633,0.396
Lo Quiero Todo,Macaco,Civilizado Como Los Animales,latin,happy,0.798,0.583,0.686,149.94,-6.392,0.308,0.0,0.09,0.102
Going Bad (feat. Drake),Meek Mill,Championships,latin,calm,0.544,0.496,0.889,86.003,-6.365,0.259,0.0,0.0905,0.252
Hurry Up,Annie Lux,Hurry Up,pop,happy,0.657,0.587,0.757,119.695,-7.832,0.604,3.04e-05,0.0685,0.0935
Parecen Viernes,Marc Anthony,OPUS,latin,happy,0.967,0.863,0.658,96.499,-3.575,0.287,1.53e-05,0.0352,0.16
Loose,Daniel Caesar,Freudian,r&b,sad,0.0527,0.162,0.198,70.453,-15.815,0.926,0.00896,0.0343,0.135
Hold On,Verses,Hold On,pop,energetic,0.423,0.656,0.581,85.002,-5.293,0.0145,0.0,0.0539,0.0618
Full Moon,Brandy,Full Moon (European Version),r&b,happy,0.609,0.654,0.611,105.922,-4.823,0.372,0.00432,0.139,0.0926
Red Clay,Charlotte Dos Santos,Cleo,r&b,calm,0.482,0.427,0.736,119.923,-9.81,0.477,0.0,0.0348,0.0967
"Ciega, Sordomuda",Shakira,Donde Estan Los Ladrones,latin,happy,0.928,0.876,0.746,119.97,-6.042,0.0438,2.51e-06,0.0345,0.112
Japanese Denim,Daniel Caesar,Get You - Single,r&b,sad,0.345,0.238,0.707,124.156,-8.818,0.0905,2.42e-06,0.0379,0.0842
I Wear Glasses,Mating Ritual,How You Gonna Stop It?,pop,sad,0.343,0.877,0.401,148.009,-3.303,0.065,0.0463,0.0694,0.321
Moves Like Jagger,Maroon 5,Singles,edm,energetic,0.599,0.751,0.72,128.017,-4.484,0.0113,0.0,0.0462,0.353
Pianista da Rua 6,Tribo da Periferia,Pianista da Rua 6,rap,sad,0.348,0.499,0.704,139.969,-10.01,0.814,0.000167,0.082,0.153
Flames,David Guetta,7,pop,energetic,0.421,0.649,0.631,93.95,-5.892,0.0817,3.8e-06,0.0385,0.0934
Lose You To Love Me,Selena Gomez,Rare,r&b,sad,0.0978,0.343,0.488,102.819,-8.985,0.556,0.0,0.0436,0.21
City Of Dreams - Radio Edit,Dirty South,City Of Dreams,edm,sad,0.146,0.814,0.475,127.966,-5.081,0.00251,0.00964,0.0367,0.334
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),edm,happy,0.749,0.548,0.759,116.967,-6.049,0.0392,0.0,0.029,0.0828
Changed Man,Michael Burks,Iron Man,rap,happy,0.733,0.94,0.448,120.552,-1.785,0.15,0.000594,0.0932,0.368
Ladybug,Slumberville,Ladybug,rap,calm,0.477,0.144,0.737,134.06,-16.186,0.881,0.948,0.0582,0.601
Battlement,Neuschwanstein,Battlement,rock,sad,0.0984,0.684,0.23,155.14,-9.467,0.462,0.818,0.0368,0.312
Always On My Mind - Nihil Young Remix,Mike Mago,Always On My Mind (The Remixes),edm,energetic,0.614,0.829,0.722,122.954,-5.335,0.0451,0.073,0.11,0.179
Shannon,Henry Gross,Release,rock,calm,0.509,0.36,0.558,87.838,-11.771,0.23,0.00248,0.0232,0.18
Lift Off! - Radio Edit,W&W,Lift Off!,edm,energetic,0.449,0.863,0.685,128.025,-5.803,0.00353,0.169,0.129,0.108
Something Summery,Cozy Collective,Cozy Waves,latin,calm,0.496,0.381,0.643,77.643,-11.278,0.917,0.195,0.662,0.115
Ima Boss (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",edm,sad,0.331,0.87,0.37,79.092,-2.09,0.0415,0.0,0.271,0.604
Young,The Chainsmokers,Memories...Do Not Open,pop,calm,0.454,0.564,0.615,103.006,-6.384,0.0105,0.0,0.0291,0.148
All Work,Curren$y,Back at Burnie’s,rap,energetic,0.618,0.88,0.688,140.904,-5.044,0.0564,0.0,0.233,0.154
Get Up,Tujamo,Get Up,edm,energetic,0.639,0.973,0.703,125.969,-3.493,0.0132,0.834,0.0706,0.0272
霧のDOWN TOWN,オメガトライブ,First Finale,rock,energetic,0.52,0.674,0.632,114.886,-6.26,0.306,0.0,0.0308,0.156
Green Tea,chief.,Summer Rain,rap,sad,0.0392,0.223,0.582,80.093,-11.915,0.766,0.954,0.0688,0.0658
Balenciaga,Ufo361,Balenciaga,rap,sad,0.178,0.554,0.755,137.075,-7.449,0.122,0.000377,0.106,0.109
White Bird,Sam Bush,Laps In Seven,r&b,calm,0.485,0.517,0.557,122.383,-6.777,0.387,0.0928,0.0254,0.0776
Narda,Kamikazee,Maharot,rock,energetic,0.308,0.756,0.604,120.436,-4.85,0.0176,0.0,0.0352,0.106
What Lovers Do (feat. SZA),Maroon 5,Red Pill Blues (Deluxe),pop,calm,0.419,0.597,0.799,110.001,-5.131,0.0788,5.66e-06,0.0611,0.1
Say You Won't Let Go,James Arthur,Back from the Edge,pop,calm,0.494,0.557,0.358,85.043,-7.398,0.695,0.0,0.059,0.0902
Sometimes,Erykah Badu,Baduizm - Special Edition,r&b,calm,0.557,0.469,0.778,90.062,-12.954,0.147,0.293,0.138,0.0868
Piece Of My Love,Guy,The Very Best Of Guy,r&b,happy,0.782,0.566,0.686,150.332,-8.305,0.15,0.0,0.0802,0.0922
Upside Down - Pisk Remix - Radio Edit,Wolfgang Lohr,Upside Down (Pisk Remix),edm,energetic,0.664,0.797,0.894,127.027,-7.904,0.0495,0.229,0.0449,0.06
Cool Off the Rain (feat. Ari Lennox),VanJess,Cool Off the Rain (feat. Ari Lennox),r&b,sad,0.323,0.432,0.629,85.68,-9.531,0.248,2.08e-05,0.131,0.131
"Burial (feat. Pusha T, Moody Good, TrollPhace)",Yogi,"Burial (feat. Pusha T, Moody Good, TrollPhace)",edm,energetic,0.391,0.935,0.689,145.984,-4.449,0.019,0.000299,0.167,0.24
The Sparrows And The Nightingales,Wolfsheim,The Sparrows And The Nightingales,pop,calm,0.441,0.543,0.634,121.931,-13.521,0.0169,0.00127,0.0324,0.315
Walls - Joris Voorn Remix,Yotto,Walls (Joris Voorn Remix),edm,sad,0.331,0.83,0.554,122.99,-5.82,0.000376,0.851,0.0358,0.363
Another One Bites The Dust - Remastered 2011,Queen,The Game (2011 Remaster),rock,happy,0.754,0.528,0.933,109.967,-6.472,0.112,0.312,0.161,0.163
If I Could Fly,One Direction,Made In The A.M. (Deluxe Edition),r&b,sad,0.307,0.245,0.565,75.055,-9.132,0.781,0.0,0.0262,0.0998
Never Say Goodbye - Radio Edit,Hardwell,Never Say Goodbye,edm,sad,0.05,0.841,0.426,129.982,-3.529,0.0192,0.0,0.0546,0.421
Only Wanna Be with You,Hootie & The Blowfish,Cracked Rear View,rock,energetic,0.513,0.873,0.49,103.272,-5.861,0.107,5.19e-06,0.0355,0.118
Desperation,Zerotonine,Desperation,edm,energetic,0.0597,0.85,0.684,125.999,-13.376,0.0012,0.791,0.061,0.968
Merry Go Round,Keith Sweat,I'll Give All My Love to You,r&b,calm,0.549,0.55,0.56,131.829,-13.143,0.189,0.0,0.0596,0.0821
Guerrilla Radio,RedHook,Guerrilla Radio,rock,energetic,0.552,0.953,0.712,102.495,-4.951,0.00232,4.91e-06,0.106,0.176
Mistletoe (Waiting) a Hip Hop Holiday,DJ Eddie F,Eddie F Presents - A Hip Hop Holiday & Christmas - Music from the Film,latin,energetic,0.574,0.815,0.607,97.079,-4.467,0.0227,0.0,0.0472,0.0398
Once In a While,Timeflies,Once In a While,pop,sad,0.345,0.687,0.786,105.021,-5.914,0.00758,0.0,0.141,0.619
Torturing Myself,Lauren Presley,Torturing Myself,pop,calm,0.503,0.42,0.452,92.574,-12.457,0.0744,0.0,0.151,0.194
Drive,TRFN,Drive,edm,sad,0.0679,0.628,0.849,123.995,-5.351,0.266,0.085,0.0597,0.0958
Oh No,Lil Wayne,Tha Carter II,rap,calm,0.454,0.6,0.725,106.223,-7.852,0.0107,0.0,0.423,0.35
Six Two Eight - 628,Europe,"Six Two Eight, 628 (feat. Invisible)",rock,happy,0.901,0.833,0.813,127.88,-8.078,0.0703,0.00107,0.0671,0.325
One Woman Man,Dave Hollister,The Definitive Collection,r&b,energetic,0.521,0.647,0.627,91.015,-6.818,0.0457,0.0,0.0294,0.0655
Blanco,J Balvin,Blanco,latin,energetic,0.593,0.706,0.87,100.013,-5.395,0.0253,0.0063,0.126,0.0872
Cruel,Jeff Bernat,She Loves Me Not,r&b,calm,0.465,0.379,0.704,78.91,-9.038,0.699,0.0,0.0816,0.112
Method Man,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],rap,calm,0.596,0.519,0.903,101.561,-10.109,0.0286,0.000907,0.307,0.328
Titan,Blasterjaxx,Titan,edm,energetic,0.353,0.935,0.683,127.968,-4.63,0.00314,0.791,0.0452,0.0724
Home to Your Love (Nalestar Remix),Maloma,Home To Your Love (Remixes),edm,happy,0.808,0.88,0.61,122.949,-5.721,0.00925,1.8e-05,0.0755,0.104
Bring It Back,Bora,Bring It Back,edm,energetic,0.0633,0.981,0.637,126.055,-2.13,0.00353,0.701,0.068,0.188
Straight From The Bottle,Terror Jr,Come Outside And Break Your Heart,pop,calm,0.536,0.478,0.782,95.073,-6.659,0.375,8.05e-05,0.0989,0.0399
Reflections (UOAK Remix),Jean Juan,Reflections (UOAK Remix),edm,sad,0.161,0.692,0.599,122.001,-6.347,0.245,0.000421,0.0329,0.337
Somebody That I Used To Know,Gotye,Making Mirrors,edm,happy,0.748,0.521,0.865,129.059,-6.932,0.548,0.000115,0.0371,0.0989
Love Calls - Main,Kem,Kemistry,r&b,calm,0.516,0.526,0.812,143.981,-9.347,0.48,0.00203,0.0621,0.124
Back To Back,Drake,Back To Back,rap,sad,0.382,0.48,0.893,86.976,-3.728,0.00854,0.0,0.356,0.116
Slow Dance,AJ Mitchell,Slow Dance,pop,sad,0.363,0.443,0.692,127.899,-5.671,0.214,0.0,0.0386,0.06
Loco Loco (feat. Kelvis Ochoa & Gilberto Santa Rosa),Gente De Zona,OTRA COSA,r&b,happy,0.88,0.856,0.78,101.979,-3.638,0.223,0.0,0.0591,0.0817
Gangsta's Paradise (feat. L.V.),Coolio,Gangsta's Paradise (US Release),r&b,energetic,0.415,0.63,0.641,79.955,-6.393,0.0372,0.0,0.0521,0.4
Children Of Today,Blasterjaxx,Children Of Today,edm,sad,0.333,0.836,0.507,130.027,-4.357,0.00892,0.000598,0.038,0.485
F.U.B.U.,Solange,A Seat at the Table,r&b,calm,0.454,0.499,0.475,142.867,-6.818,0.84,0.0,0.185,0.111
DEVIL,Shinedown,ATTENTION ATTENTION,rock,sad,0.242,0.942,0.354,119.992,-3.245,0.00039,6.36e-06,0.237,0.431
Dial My Heart,The Boys,"20th Century Masters: The Millennium Collection: Best of Motown '80s, Vol. 2",r&b,happy,0.778,0.695,0.723,100.512,-8.974,0.014,0.028,0.0539,0.0258
Alone Again,ilasan,Alone Again,edm,sad,0.26,0.963,0.522,90.147,-3.061,0.0235,0.305,0.241,0.0964
She Hates Me,Puddle Of Mudd,Come Clean,rock,happy,0.607,0.746,0.575,109.789,-5.393,0.00875,0.0,0.0326,0.768
Yinmn Blue,Chris Mazuera,Monstera,r&b,calm,0.518,0.248,0.857,130.757,-13.129,0.712,0.901,0.0644,0.118
Agua,Self Sabotage,Visums,latin,calm,0.439,0.467,0.583,160.069,-10.291,0.629,0.00591,0.04,0.302
Let Me Love You,Mario,Let Me Love You,r&b,calm,0.556,0.578,0.656,94.514,-8.97,0.235,0.0,0.0922,0.118
Love U Show,Jamie Jones,Jamie Jones,r&b,calm,0.535,0.51,0.549,170.128,-8.055,0.289,0.0,0.218,0.152
Locos Dementes,Gusi,Locos Dementes,latin,energetic,0.685,0.893,0.723,110.022,-4.937,0.291,0.0,0.0476,0.0967
Nothing But God,Dave Hollister,The Book Of David: Vol. 1 The Transition,r&b,calm,0.515,0.561,0.669,89.95,-4.885,0.042,0.0,0.0637,0.101
Let's Get Crazy,Quiet Riot,Playlist: The Very Best Of Quiet Riot,rock,energetic,0.546,0.941,0.387,127.96,-5.118,0.0109,2.4e-06,0.0704,0.618
In The Middle,Alesso,In The Middle,edm,energetic,0.633,0.92,0.751,122.991,-5.618,0.00504,0.00302,0.0964,0.127
Feelin' Alright?,Traffic,Traffic,rock,happy,0.749,0.527,0.468,94.852,-10.781,0.314,0.0,0.0407,0.234
Odyssey,Alizzmatic,The Port,edm,happy,0.659,0.535,0.67,127.017,-11.08,0.0867,0.836,0.0422,0.0522
Woods,Mac Miller,Circles,rock,calm,0.46,0.362,0.779,85.011,-10.847,0.135,0.206,0.0474,0.111
Make It Rain,Fat Joe,"Me, Myself & I",rap,happy,0.767,0.697,0.744,149.28,-5.063,0.0106,0.0,0.197,0.0842
Why You Treat Me So Bad,Club Nouveau,Club Nouveau's Greatest Hits,r&b,calm,0.582,0.505,0.686,98.767,-12.918,0.176,0.0,0.124,0.154
Stuck In The Middle With You (Reservoir Dogs),Jim Hornsby,Tarantino Fiction,rock,happy,0.974,0.601,0.742,126.064,-12.162,0.0697,1.11e-06,0.0293,0.117
Black Cat,Janet Jackson,Rhythm Nation 1814,r&b,energetic,0.665,0.913,0.705,114.959,-7.253,0.103,0.00111,0.0484,0.216
La Melodía,Joey Montana,Flow Con Clase,latin,happy,0.76,0.836,0.701,116.998,-5.35,0.226,2.76e-06,0.0284,0.293
Ánimo (feat. Duki & Midel),Khea,Ánimo (feat. Duki & Midel),rap,calm,0.461,0.59,0.817,129.997,-4.197,0.203,0.0,0.095,0.152
Where Is the Love,Roberta Flack,Rhino Hi-Five: Roberta Flack,rock,happy,0.605,0.439,0.558,114.969,-13.443,0.369,1.79e-05,0.0281,0.161
Land Down Under,Chachi,Land Down Under,latin,energetic,0.244,0.803,0.699,119.927,-3.995,0.102,6.54e-05,0.0327,0.563
Out of this,Teal Sky,Out of this,edm,calm,0.537,0.521,0.774,122.991,-13.31,0.145,0.382,0.056,0.114
CYANIDE,Daniel Caesar,CASE STUDY 01,r&b,energetic,0.486,0.652,0.589,158.49,-7.498,0.704,0.00055,0.373,0.125
Kuama,Gregor Potter,Kuama,edm,energetic,0.278,0.842,0.61,125.05,-5.108,0.0117,0.131,0.0323,0.144
Nowhere To Run,Fozzy,Nowhere To Run,rock,sad,0.33,0.93,0.399,92.804,-4.647,6.76e-06,0.0927,0.0435,0.318
Santa Baby,Eartha Kitt,Santa Baby,r&b,calm,0.484,0.0767,0.722,84.854,-16.467,0.969,1.48e-06,0.0551,0.127
Belém,DAO,Belém,rap,sad,0.304,0.67,0.77,99.96,-10.602,0.139,0.867,0.0762,0.101
Take Me to Church,Hozier,Hozier (Expanded Edition),edm,energetic,0.437,0.664,0.566,128.945,-5.303,0.634,0.0,0.0464,0.116
Hokusai,Cap Kendricks,Hokusai,rap,calm,0.485,0.553,0.64,129.98,-10.941,0.0616,0.946,0.0304,0.115
Smooth Criminal,Alien Ant Farm,Anthology,rock,happy,0.874,0.966,0.653,126.921,-4.236,0.00287,0.0026,0.0598,0.143
Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],rap,happy,0.808,0.552,0.817,102.011,-10.8,0.032,7.17e-06,0.386,0.826
Beige,TOBi,Beige,rap,calm,0.486,0.54,0.614,78.734,-6.128,0.369,0.0,0.385,0.0707
Tutankhamun,Borgeous,Tutankhamun,edm,energetic,0.183,0.891,0.648,128.002,-3.464,8.75e-05,0.497,0.0655,0.105
My Love Is Your Love,Whitney Houston,My Love Is Your Love,r&b,calm,0.474,0.475,0.77,82.511,-9.512,0.0557,4.81e-06,0.159,0.0607
Vaca,Wun Two,Vaca,rap,calm,0.684,0.338,0.75,142.069,-9.036,0.119,0.835,0.0497,0.146
Lane Boy,Twenty One Pilots,Blurryface,pop,happy,0.913,0.811,0.616,159.929,-4.804,0.0573,1.57e-05,0.0626,0.0566
Money Talk,Rich The Kid,Money Talk,rap,energetic,0.576,0.641,0.804,154.967,-6.2,0.0313,0.0,0.261,0.148
Endless Summer,Cashae,Endless Summer,pop,energetic,0.326,0.719,0.625,101.091,-5.541,0.048,0.0,0.0612,0.0668
High On You,Sebastien,High On You,pop,sad,0.346,0.58,0.821,120.012,-10.243,0.0805,0.00208,0.0708,0.152
Time,Angelo De Augustine,Tomb,r&b,calm,0.626,0.254,0.477,81.568,-12.676,0.907,0.0118,0.0401,0.106
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,Bow Down,rap,energetic,0.484,0.737,0.803,92.941,-7.469,0.323,0.0,0.258,0.888
Build Me Up Buttercup,The Foundations,The Foundations,r&b,happy,0.852,0.512,0.66,133.607,-7.183,0.313,0.0,0.0294,0.283
How I Know,The RH Factor,Hard Groove,r&b,calm,0.41,0.322,0.671,93.901,-13.548,0.409,0.153,0.0427,0.0886
Thinking out Loud,Ed Sheeran,x (Wembley Edition),pop,calm,0.591,0.445,0.781,78.998,-6.061,0.474,0.0,0.0295,0.184
Gold (feat. Yuna),Adventure Club,Calling All Heroes - EP,pop,sad,0.189,0.675,0.479,145.022,-4.893,0.0319,0.00536,0.0413,0.128
The Way - Marcus Santoro Remix,Shapov,The Way (Remixes),edm,sad,0.227,0.739,0.595,123.979,-5.783,0.0271,2.91e-06,0.0522,0.0806
Feels Good,Tony! Toni! Toné!,R&B Gold II,r&b,energetic,0.651,0.924,0.84,116.978,-6.676,0.124,1.66e-06,0.137,0.154
Follow Me,Syn Cole,Follow Me,pop,energetic,0.439,0.909,0.698,121.987,-2.713,0.453,0.00867,0.0336,0.0966
No Somos Nada,Corina Smith,No Somos Nada,latin,happy,0.741,0.664,0.672,174.022,-5.017,0.199,2.49e-06,0.14,0.133
Closer,Magnificence,Closer,edm,energetic,0.491,0.858,0.69,126.014,-4.784,0.00116,0.69,0.0694,0.0422
I Don't Care (with Justin Bieber),Ed Sheeran,No.6 Collaborations Project,edm,happy,0.842,0.675,0.798,101.956,-5.041,0.0912,0.0,0.0442,0.0894
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,Don’t Call Me Angel (Charlie’s Angels),r&b,energetic,0.317,0.721,0.643,102.914,-5.248,0.00268,6.51e-06,0.0449,0.0898
Jigga,Jay Swi$h,Jigga,rap,calm,0.438,0.461,0.921,130.042,-9.478,0.0261,0.0,0.425,0.109
A$AP,Dillom,A$AP,rap,energetic,0.444,0.808,0.942,98.978,-5.317,0.073,0.0,0.119,0.0935
No One,Biometrix,No One,rap,sad,0.334,0.787,0.565,175.209,-8.491,0.00237,7.18e-06,0.0424,0.0625
The Bird,Anderson .Paak,Malibu,r&b,energetic,0.595,0.645,0.488,148.733,-7.226,0.0838,0.000355,0.421,0.154
Dollars And Sense,DJ Quik,Murder Was The Case,rap,calm,0.441,0.546,0.853,98.872,-8.647,0.00242,0.0,0.233,0.0993
So Anxious,Ginuwine,100% Ginuwine,r&b,calm,0.661,0.395,0.733,96.085,-11.959,0.279,2.37e-06,0.0366,0.468
Wobble,V.I.C.,Beast (Explicit Version),latin,energetic,0.375,0.746,0.855,95.026,-3.777,0.402,0.0,0.232,0.146
Sunset Blvd,7apes,Sunset Blvd,rap,calm,0.533,0.472,0.846,132.043,-9.833,0.031,0.752,0.0402,0.0941
Fly Away,CRUCIFIX,Cruce Signati,rap,calm,0.538,0.577,0.764,140.031,-5.58,0.0919,0.0,0.0386,0.0966
Visions,Jagged Edge,Hard,r&b,calm,0.598,0.362,0.667,78.013,-10.021,0.311,0.0,0.168,0.353
Baby Blu,Nilüfer Yanya,Miss Universe,r&b,energetic,0.582,0.774,0.778,124.942,-7.402,0.052,0.00118,0.0457,0.109
Good Thing (with Kehlani),Zedd,Good Thing (with Kehlani),pop,calm,0.574,0.564,0.693,185.913,-3.857,0.399,0.0,0.0378,0.0409
For You,Kenny Lattimore,Days Like This: The Best Of Kenny Lattimore,r&b,calm,0.482,0.42,0.633,137.693,-11.784,0.737,0.0,0.0352,0.0727
House Of The Rising Sun,Five Finger Death Punch,The Wrong Side Of Heaven And The Righteous Side Of Hell (Volume 2),rock,sad,0.245,0.962,0.468,77.0,-2.867,0.00169,0.00476,0.0904,0.11
Modern Love Is Automatic,A Flock Of Seagulls,A Flock Of Seagulls,rock,sad,0.298,0.609,0.367,162.656,-13.071,0.0978,0.963,0.0574,0.554
Did I Mention,Jeff Lewis,Descendants (Original TV Movie Soundtrack),pop,happy,0.968,0.877,0.691,161.935,-2.954,0.0393,0.0,0.159,0.0325
Need U,DVBBS,Need U,edm,energetic,0.471,0.705,0.714,114.994,-6.479,0.292,0.000386,0.0995,0.126
Nataly's Portra,June Jissle,No 18,latin,calm,0.482,0.398,0.843,136.018,-12.887,0.894,0.706,0.155,0.104
Wanted,NOTD,Wanted,pop,sad,0.378,0.674,0.693,95.972,-4.449,0.185,0.0,0.0723,0.0639
Darte un Beso,Prince Royce,Soy el Mismo,latin,happy,0.817,0.711,0.757,139.962,-4.643,0.36,0.0,0.0349,0.121
If I Can't Have You,Shawn Mendes,If I Can't Have You,pop,happy,0.864,0.809,0.692,123.911,-4.198,0.524,0.0,0.0602,0.147
